Speaker,Block,Position,Word,POA,V,Rep,V1,C,V2,v1F2_1,v1F2_2,v1F2_3,v1F2_4,v1F2_5,v1F3_1,v1F3_2,v1F3_3,v1F3_4,v1F3_5,v2F2_1,v2F2_2,v2F2_3,v2F2_4,v2F2_5,v2F3_1,v2F3_2,v2F3_3,v2F3_4,v2F3_5
M02,1,CV,suucana,alveolar,u,rep1,NA,s,u,0,0,0,0,0,0,0,0,0,0,1163.5,1058.3,1045.9,987.1,1017,2789.4,2789.9,2776.6,2780.6,2826.7
M02,1,CV,suucana,alveolar,u,rep2,NA,s,u,0,0,0,0,0,0,0,0,0,0,1152.4,1080.8,1083.4,1067.2,1050.3,2702.3,2691.5,2690.7,2475.5,1627.4
M02,1,CV,suudi,alveolar,u,rep1,NA,s,u,0,0,0,0,0,0,0,0,0,0,1094.5,1037.8,932.7,906.5,895.1,2725.1,2697.8,2676.5,2664.6,2654.6
M02,1,CV,suudi,alveolar,u,rep2,NA,s,u,0,0,0,0,0,0,0,0,0,0,1137.6,1067.6,1042.3,1037.3,1050.8,2817,2825.3,2823.8,2818.5,2779.6
M02,1,VC,aDiyaasha,palatal,a,rep1,a,sh,a,1298.2,1304.1,1341.2,1499.7,1675,2875.5,2899.6,2860.3,2822.5,2804.5,1661,1567.4,1466,1431.2,1372.4,2766.7,2688.2,2737.7,2737.7,2684
M02,1,VC,aDiyaasha,palatal,a,rep2,a,sh,a,1345.9,1373.2,1480.3,1592.5,1736.4,2793,2761.8,2778.5,2674.7,2839.9,1659.2,1596.7,1534.6,1489.5,1476.2,2677.5,2680.9,2601.4,2579.8,2631.3
M02,1,VC,aaSaaDha,retroflex,a,rep1,a,S,a,1211.9,1143.1,1187.9,1204,1310.7,2910.1,2925.8,3118,2890.3,2552.8,1449.6,1397,1342.1,1308.4,1284.8,2572.2,2843.7,2588.3,2523.7,2454.9
M02,1,VC,aaSaaDha,retroflex,a,rep2,a,S,a,1199.3,1218.5,1234.1,1270.7,1498.7,2992,2992.3,2931.7,2877.5,2953,1541.9,1471.5,1413.8,1375.9,1339.1,2817.7,2816.6,2894.1,2852.4,2671.4
M02,1,VC,aadeesham,palatal,e,rep1,e,sh,a,1997.1,1970.9,1982.2,1943,1977.7,2724.9,2732,2751.4,2786.3,2775.6,1731.7,1711.2,1659.3,1589.6,1530.5,2773.2,2769.7,2750.5,2745.6,2804.9
M02,1,VC,aadeesham,palatal,e,rep2,e,sh,a,1870.5,1882.8,1812.8,1824.9,1883.8,2696.1,2693.7,2685.5,2651.8,2708.8,1752,1716.2,1679.9,1637.2,1568.3,2762.1,2767.5,2820,2891.9,2821.1
M02,1,VC,aakaashaaniki,palatal,a,rep1,a,sh,a,1161.8,1159.9,1176,1221.6,1368.4,2866.6,2801.5,2733.3,2613.4,2455.9,1504,1390.9,1334.3,1287.5,1250.5,2674.8,2596.1,2621.7,2691.1,2762.1
M02,1,VC,aakaashaaniki,palatal,a,rep2,a,sh,a,1211.7,1249.6,1359.4,1495.9,1607.5,2788.3,2753.4,2792.8,2730.2,2958.9,1490,1447.1,1363.6,1333.2,1301.1,2659.2,2860.4,2640.5,2706.9,2720.1
M02,1,VC,aakroosham,palatal,o,rep1,o,sh,a,935.6,956.8,1018.7,1131.7,1216,2740.5,2717.3,2682.1,2336.2,1705.8,1568,1547.3,1518.6,1467.3,1400.4,2746.1,2704,2764.9,2756.6,2737
M02,1,VC,aakroosham,palatal,o,rep2,o,sh,a,984.8,1013.6,856.7,1051.4,1317.9,2684.8,2684.6,1655.6,1362.5,1967,1559.4,1488.5,1420.7,1347.8,1310.3,2795.2,2737.3,2781,2875.9,3041.6
M02,1,VC,aashaabangam,palatal,a,rep1,a,sh,a,1212.9,1215.5,1246.4,1314,1530.7,2789.2,2824.4,2769,2468,2231,1597.6,1514.9,1402.3,1338.1,1299.8,2725.7,2686.3,2411.2,2414.2,2503.7
M02,1,VC,aashaabangam,palatal,a,rep2,a,sh,a,1218.5,1224.7,1263.4,1321.5,1423.4,2838.3,2841.6,2701.3,2578.1,2688.1,1522.8,1461.4,1414.7,1346.6,1303.8,2737.9,2695.8,2614.6,2589,2645
M02,1,VC,aashiirvaadantoo,palatal,a,rep1,a,sh,i,1220.1,1260.7,1321.7,1462.4,1571.3,3042.7,2910,2728,2607.3,2312,2149.6,2165.4,2198.8,2239.4,2247.7,2979.6,2961.9,2920.3,2927.2,2924.3
M02,1,VC,aashiirvaadantoo,palatal,a,rep2,a,sh,i,1211.8,1231.7,1251.5,1316.8,1441.6,3053.1,3038.3,2981,2792.6,2880.6,2260.7,2332.3,2307.4,2316,2312,2975.4,3030.2,3057,3079,3074.6
M02,1,VC,abhilaaSaa,retroflex,a,rep1,a,S,a,1256,1259.5,1286.9,1393,1535,3129.6,2857.4,2798.2,2877.3,2838,1571.8,1514.8,1454.2,1439.7,1375.5,2689.4,2724.8,2770.8,2916.4,2841.8
M02,1,VC,abhilaaSaa,retroflex,a,rep2,a,S,a,1255.8,1279.8,1378.1,1508.2,1623.4,2754,2698.8,2588.4,2767.5,2695.6,1509.7,1452.3,1413.1,1359.8,1331,2663,2673.7,2729.2,2773.9,2758.1
M02,1,VC,adikaarabhaaSagaa,retroflex,a,rep1,a,S,a,1159,1250.8,1366,1510,1648,2762.9,2690.7,3135.5,2639.9,2767.5,1646,1615.6,1589.1,1567.4,1551,2643.8,2489.2,2419.7,2367.1,2336.3
M02,1,VC,adikaarabhaaSagaa,retroflex,a,rep2,a,S,a,1139.4,1246.8,1344.7,1520.9,1663.1,2682.2,2626.6,2511.7,2373.2,2873,1693.6,1663.8,1645.8,1649.9,1649.4,2615.8,2562.4,2486.9,2561.1,2522
M02,1,VC,avakaashaalaku,palatal,a,rep1,a,sh,a,1241.9,1270.9,1321.7,1469.3,1571.5,2831.7,2776.7,2655.5,2516,2516.9,1510.6,1418.3,1325.2,1264.7,1240.5,2725.5,2766.1,2719.1,2629.3,2682.6
M02,1,VC,avakaashaalaku,palatal,a,rep2,a,sh,a,1215.9,1219.5,1278.4,1419.2,1554.7,2715,2702.6,2702.9,2755.3,3115.7,1520.9,1425.4,1370.9,1299,1295.9,2740,2665,2729.6,2585.8,2657.7
M02,1,VC,avakaashaalu,palatal,a,rep1,a,sh,a,1226.1,1236.3,1272.2,1460.7,1575.4,2700.5,2660.6,2597.9,2120.5,2970,1541.4,1411.9,1325.6,1295.3,1265.6,2773.4,2760.9,2595,2680.9,2705.1
M02,1,VC,avakaashaalu,palatal,a,rep2,a,sh,a,1229.7,1268,1305,1401.6,1503.2,2699.9,2683,2643.4,2574.9,2631.7,1478.8,1423.6,1339.2,1302.7,1275.3,2619.8,2578.7,2563,2595.3,2658.3
M02,1,VC,bakaasura,alveolar,a,rep1,a,s,u,1208.9,1222.5,1169.6,1206,1215.3,2608.4,2731.7,2893.1,2881.6,3222.9,1270.8,1220.3,1213.8,1198.3,1203.8,2802.8,2813.1,2804.5,2786.6,2776.1
M02,1,VC,bakaasura,alveolar,a,rep2,a,s,u,1226,1208.5,1189.8,1200,1199.3,2847.4,2852.8,2853.8,3048.2,3104.9,1191.7,1157.7,1151.9,1135.8,1138.7,2883.9,2878.4,2851.4,2827.2,2789
M02,1,VC,beeSaratugaa,retroflex,e,rep1,e,S,a,2018.9,1981,1973.5,1949.3,1937,2807.6,2826.8,2831.8,2830.5,2782.3,1790.6,1764,1742.5,1720.9,1709.9,2833.1,2767.1,2757.6,2750.5,2739.8
M02,1,VC,beeSaratugaa,retroflex,e,rep2,e,S,a,2059.3,2018.3,1962.8,1770.1,2050.7,2879.2,2846.8,2801.9,2820.9,2852.6,1782.6,1724.8,1695.3,1677.7,1654.8,2795,2780.9,2757.4,2774.3,2746
M02,1,VC,bhaaSaabhivriddhii,retroflex,a,rep1,a,S,a,1144.8,1176.6,1256.8,1437.6,1586.6,2909.8,2884,2761.2,2686.1,3023,1516.8,1396.6,1314.3,1242.3,1209.2,2876.7,2579,2617.4,2667.7,2777
M02,1,VC,bhaaSaabhivriddhii,retroflex,a,rep2,a,S,a,1120.8,1147.4,1199.5,1346,1533.1,2970.1,2926,2889.2,2775.6,2796.3,1579.8,1430.6,1357.9,1324.4,1288.3,2777.7,2579.9,2524.7,2586.7,2683.1
M02,1,VC,bhaaSeetara,retroflex,a,rep1,a,S,e,1143.3,1121.6,1170.2,1214.3,1349.5,3013.5,3001.6,2958.5,2923.3,2878.2,1830.4,1888.8,1898.1,1909.3,1904.9,2781.7,2826.8,2839.9,2774.4,2731.3
M02,1,VC,bhaaSeetara,retroflex,a,rep2,a,S,e,1174.9,1196.7,1235.4,1358.6,1493.5,2823.8,2885.4,2799.9,2625.8,2442.4,1779.9,1768.1,1796.4,1795.4,1793.8,2729.4,2662.8,2655.7,2642.9,2660.3
M02,1,VC,ceesaam,alveolar,e,rep1,e,s,a,2068.8,2029.1,1934.3,1852.1,1792.8,2801.6,2769.3,2717,2619.1,2636.4,1645.1,1664,1654.3,1637,1610.2,2636.8,2639.3,2700.3,2754.7,2787
M02,1,VC,ceesaam,alveolar,e,rep2,e,s,a,2036.3,2024,2004.7,1902.5,1849.6,2764.2,2754,2745.9,2679.1,2640.1,1661,1652.7,1630.6,1613.8,1589.5,2600.7,2633.7,2619.8,2659.6,2693.4
M02,1,VC,daaritiise,alveolar,i,rep1,i,s,e,2299.4,2279.2,2176,2086.3,1897.5,2733.4,2699.6,2681.7,2733.3,2725.3,1823.3,1885.2,1930.7,1952.8,1972.9,2592.1,2603.1,2609.7,2616.2,2636.5
M02,1,VC,daaritiise,alveolar,i,rep2,i,s,e,2248,2175.7,2113.3,2051.8,1951.5,2789.6,2770.8,2769.4,2567.8,2840.2,1916.5,1905.6,1926.1,1970.4,1985.3,2703.6,2669.8,2680.1,2694.2,2680.2
M02,1,VC,duuSincaaDu,retroflex,u,rep1,u,S,i,945.8,944.7,908.1,1021.9,1114.5,2831.6,2848.1,2826.9,2472.8,1781.6,1951.9,1993.9,2038.5,2004.4,2203.7,2981.3,3125.3,2982.2,2928.6,3016.9
M02,1,VC,duuSincaaDu,retroflex,u,rep2,u,S,i,925.6,950.1,976.6,1104.6,1331,2747.4,2843.3,2462.2,2179.5,2159.5,2035.4,2077.9,2119.9,2182,2167.6,3274.6,2993.8,2914.7,2873.8,2849.7
M02,1,VC,dvibhaaSaa,retroflex,a,rep1,a,S,a,1146.8,1134.7,1165.7,1279.9,1493.9,2831.3,2822.8,2816.9,2743.2,2738.5,1605.4,1505.8,1429.7,1359.4,1314.1,2785.1,2788.2,2782.6,2809.9,2849.2
M02,1,VC,dvibhaaSaa,retroflex,a,rep2,a,S,a,1112.5,1118.9,1147.2,1255.9,1220.3,3230.3,3142.7,3077.2,2919.6,1631.7,1541.4,1478.8,1400.9,1343.9,1319.2,2720.4,2747.8,2745.2,2720.4,2833
M02,1,VC,graanthikabhaaSaloo,retroflex,a,rep1,a,S,a,1114.9,1226.3,1318.5,1516.6,1694.4,3180.6,3641.2,2508.7,2117.6,2782.4,1554.8,1506.2,1484.8,1460,1443.7,2625.4,2592.8,2612.7,2625.4,2648.1
M02,1,VC,graanthikabhaaSaloo,retroflex,a,rep2,a,S,a,1054.8,1067.9,1233.8,1390.1,1555.3,3183,2913.6,2831.7,3523.4,2870.1,1639.6,1628.5,1611.2,1586,1562.9,2676.8,2690.3,2687,2675.9,2656.6
M02,1,VC,guricuusi,alveolar,u,rep1,u,s,i,971.8,973.5,1004.9,1037.6,1039.1,2911,2909.9,2959.9,2936.6,2909.3,1889.7,2113.2,2236.1,2282,2346.6,2750.2,2814.1,2785.2,2816.8,2852.7
M02,1,VC,guricuusi,alveolar,u,rep2,u,s,i,1021,999.5,998.2,1007.2,1043.6,2828,2878.4,2869.9,2345.1,2941.4,1927.3,2075.3,2192.8,2256.6,2261.8,2766.1,2830,2836.3,2846.2,2842.5
M02,1,VC,gurtuceeshaaru,palatal,e,rep1,e,sh,a,1929.8,1902.1,1927.8,1881.4,1797.8,2712.2,2715.8,2742.5,2741.7,2741.6,1651.5,1602.9,1542.6,1494.4,1444.7,2744,2701.5,2739.7,2778.3,2222.1
M02,1,VC,gurtuceeshaaru,palatal,e,rep2,e,sh,a,1797.6,1795.6,1776.5,1766.4,1770.3,2569,2596.1,2572.9,2603.6,2592.1,1599.6,1570.8,1540.4,1581.4,1526.2,2628.3,2643.6,2707.9,2775.7,2833.2
M02,1,VC,haariiS,retroflex,i,rep1,i,S,NA,2409.9,2371.6,2298.6,2222.4,2131.4,2902.2,2742,2682.8,2636.8,2616,0,0,0,0,0,0,0,0,0,0
M02,1,VC,haariiS,retroflex,i,rep2,i,S,NA,2216.9,2180.3,2157.3,2174.7,2204.8,2866.7,2776.9,2754.7,2777.9,2822.2,0,0,0,0,0,0,0,0,0,0
M02,1,VC,haridaasulu,alveolar,a,rep1,a,s,u,1161.8,1119.4,1089.5,1134.8,1150.7,2931.6,2982.2,2954.3,2894.2,3281.3,1189.3,1129.2,1120.9,1095.4,1097.9,2750,2739.4,2745.6,2732.7,2710.6
M02,1,VC,haridaasulu,alveolar,a,rep2,a,s,u,1205.8,1168.5,1171.1,1186.1,1197.2,2833.8,2824.1,2852.2,3030.3,2930.3,1144.8,1111.5,1089.3,1076.9,1066.8,2808.9,2802.4,2809.4,2796.1,2782.2
M02,1,VC,jagadiish,palatal,i,rep1,i,sh,NA,2308.4,2266.7,2225.2,2162.8,2049.7,2818.4,2768.2,2772.5,2727.6,2802.4,0,0,0,0,0,0,0,0,0,0
M02,1,VC,jagadiish,palatal,i,rep2,i,sh,NA,2265.1,2272.7,2253.8,2153.1,2193.4,2823.2,2807.6,2772.1,2743.1,3181.6,0,0,0,0,0,0,0,0,0,0
M02,1,VC,jalaashayaalloo,palatal,a,rep1,a,sh,e,1281.4,1281.9,1308.9,1443.3,1522.6,2814.8,2828.9,2885.2,2925.2,2778,1699.4,1725,1716.6,1726.4,1752.7,2654.6,2658.4,2631,2630.2,2641.6
M02,1,VC,jalaashayaalloo,palatal,a,rep2,a,sh,e,1291.6,1302.9,1322.2,1349.5,1486.4,2892.7,2952.9,2933.8,2723.4,2914.4,1648.8,1676.3,1680.2,1697.7,1712.9,2637.9,2643.1,2650.9,2653.1,2654.8
M02,1,VC,jiirNakoosham,palatal,o,rep1,o,sh,a,844.4,829.7,906.6,975.1,1172.8,2924.3,2893.5,2815.9,2702.9,2189.7,1662.5,1610.9,1562.2,1534.5,1482.6,2896,2738,2669.9,2695.2,2664.7
M02,1,VC,jiirNakoosham,palatal,o,rep2,o,sh,a,966.2,970.1,1018.6,1108.5,1217.5,2802.9,2802.7,2732.6,2083.5,1414.4,1666.8,1653.1,1620.3,1579.1,1522,2793.5,2772.4,2724.3,2745.5,2708.8
M02,1,VC,jiivaraashula,palatal,a,rep1,a,sh,u,1229.6,1214.7,1211.7,1264.8,1385.8,2784.1,2824.5,2691.1,2638.3,2683.8,1135.8,1104,1074.2,1061,1055.6,2692.3,2686.8,2696.5,2702.4,2703.8
M02,1,VC,jiivaraashula,palatal,a,rep2,a,sh,u,1256.3,1247.1,1255.9,1309.5,1428.7,2667.3,2663,2585.4,2319.5,2721.6,1281.6,1248.2,1231.3,1216.2,1206.8,2611.9,2624.9,2626.8,2624.6,2614.1
M02,1,VC,jinyaasa,alveolar,a,rep1,a,s,a,1299.8,1295.3,1350.5,1378.3,1361.4,3137,3155.7,3124.6,3213.9,3060.8,1360.6,1381.4,1372,1359.4,1359.1,2910.6,2963.7,3022.9,2908.3,2885.4
M02,1,VC,jinyaasa,alveolar,a,rep2,a,s,a,1326.8,1310.7,1281.5,1303.8,1315.4,3079.1,3045.5,3090.7,2908.5,3237.4,1331.7,1363.8,1369.2,1337.9,1350.2,2845.2,2867.6,2871.6,2875.2,2819.7
M02,1,VC,kaaSaayam,retroflex,a,rep1,a,S,a,1492.8,1538,1620.4,1689.4,1856.2,2461.5,2583.2,2775.2,3100.7,3569.3,1512.3,1471,1409.1,1356.5,1324.8,2724.9,2909.9,2770.3,2787.2,2765.3
M02,1,VC,kaaSaayam,retroflex,a,rep2,a,S,a,1157.1,1181.6,1236.3,1323.1,1498.5,2993.2,2949.3,2865.7,2807.5,2979.6,1518.3,1476.7,1398.1,1352.3,1316.2,2716.5,2839.9,2737,2699.9,2731.8
M02,1,VC,kaaseepu,alveolar,a,rep1,a,s,e,1186.3,1180.2,1215.1,1277.6,1340,2874.5,2891.4,2856.7,2990,3107.9,1645,1838.4,1971.9,2076.6,2228.4,2881.1,2758.6,2735.4,2812.5,2802.5
M02,1,VC,kaaseepu,alveolar,a,rep2,a,s,e,1189.1,1213.8,1236.4,1227.6,1300.4,2760.3,2763.4,2824.1,2774.3,2810.2,1747.9,1879.2,1976.7,2000.7,2026.7,2693.7,2662.2,2669.4,2694.6,2708.3
M02,1,VC,kalaashaalaloonuu,palatal,a,rep1,a,sh,a,1261.8,1282.1,1336.6,1465.2,1582.5,2757.1,2776.6,2712.8,2728.4,2929,1530.2,1452,1340.2,1302.5,1260.1,2712.3,2745.1,2609.3,2663.1,2684.4
M02,1,VC,kalaashaalaloonuu,palatal,a,rep2,a,sh,a,1246.1,1267.9,1302.4,1415.6,1600.1,2778.6,2785.6,2762.1,2626.6,3012.9,1549.2,1483.9,1377.4,1313.5,1294.1,2644.3,2752.3,2606.8,2596.2,2653.4
M02,1,VC,kannumuushaaDu,palatal,u,rep1,u,sh,a,1013.2,1049.1,1162.4,1286.2,1398.3,2599.4,2300,2262.3,1982.1,2853.8,1562.3,1505.3,1426.6,1345.1,1319.3,2659,2721.2,2599.9,2436.4,2565.4
M02,1,VC,kannumuushaaDu,palatal,u,rep2,u,sh,a,922.7,1000.3,1033,1149.4,1354.5,2134.8,2125.7,2052.4,1859.1,1670.7,1498.6,1452.2,1362.4,1373.7,1312.5,2604.5,2533.1,2277.1,2799.7,2330.9
M02,1,VC,maaruveeSam,retroflex,e,rep1,e,S,a,2003.7,1978,1963.8,1942.7,1899.9,2803.7,2663,2621,2606.7,2601,1732.8,1696.9,1645.2,1607.9,1570.3,2743.3,2679.3,2660.9,2668.5,2659.1
M02,1,VC,maaruveeSam,retroflex,e,rep2,e,S,a,1869.8,1830.5,1844.8,1868.6,1916.4,2716.1,2638.1,2644.8,2560.6,2615.2,1708.5,1678.2,1639.5,1568.8,1495.4,2618.9,2625.6,2629.7,2586.8,2563
M02,1,VC,madraasu,alveolar,a,rep1,a,s,u,1209,1192.1,1187.9,1179.6,1192.5,2801.4,2825.3,2853.3,2863.1,2913.8,1189.2,1133.6,1078.8,1069,1051.1,2713.6,2702.8,2716.9,2752.1,2739.6
M02,1,VC,madraasu,alveolar,a,rep2,a,s,u,1248.6,1234.1,1237.3,1259.5,1263.8,2756.8,2738.6,2714.9,2874,2879.4,1155.6,1111.4,1049.9,1034.2,1014.2,2739.2,2739.5,2741.6,2737.5,2763.6
M02,1,VC,mahaamaniiSi,retroflex,i,rep1,i,S,i,2002,2048.3,2008.4,1926.9,2014.2,2922.3,2897,2852.2,2798.5,3136.4,2273.9,2320,2339.9,2376.1,2389.8,2941.6,2913.8,2895.5,2962.1,2942.9
M02,1,VC,mahaamaniiSi,retroflex,i,rep2,i,S,i,1993.5,2003.1,1970.1,2032.9,2046,2775.1,2800.7,2760.1,2868.1,3127.9,2291.5,2299.7,2298.5,2312,2359.7,2943.5,2944.1,2967.8,2987.4,2979.9
M02,1,VC,muuSika,retroflex,u,rep1,u,S,i,677.3,732.3,851.9,947,1123.5,2219.2,2230.2,2272.8,2040.4,1839.2,1894.7,1999.6,2007.8,2049.5,2131.5,2852.4,2856.9,2855.8,2838.9,2871.1
M02,1,VC,muuSika,retroflex,u,rep2,u,S,i,702.9,763.1,887.7,1018.5,1168,2222.9,2314.1,2169.6,2015.7,1902.1,2025.1,2048.7,2061,2074.4,2139.6,2807.4,2834.6,2850.3,2812.3,2806.6
M02,1,VC,naamooSigaa,retroflex,o,rep1,o,S,i,881.8,964.5,1025.9,1157.9,1299.6,2485.1,2958.8,2769.9,2531.5,2328.8,2215.7,2209.6,2306.9,2271.9,2345.1,2867.6,2867.1,2916,2877.5,2897.5
M02,1,VC,naamooSigaa,retroflex,o,rep2,o,S,i,889.8,914.3,956.8,1085.4,1287.3,1997,3079.8,2932.4,2404.8,1638.3,2227.4,2305.7,2260.6,2267.9,2275,2906,2918.8,2939.1,2905.2,2870.1
M02,1,VC,niivaasam,alveolar,a,rep1,a,s,a,1126.6,1131.5,1158.3,1228.1,1288,3054.4,3064.3,3101.2,3034.3,3019.5,1289.1,1282.3,1278.2,1274.7,1262.8,2869.3,2875.6,2863.4,2875.9,2923.1
M02,1,VC,niivaasam,alveolar,a,rep2,a,s,a,1244.2,1233.7,1246.1,1308.9,1314.6,3094.6,3104.6,3109.2,3052.5,3024.1,1256.3,1260.4,1276,1286.3,1277.6,2872.1,2874,2869.4,2855,2868.5
M02,1,VC,niraashaa,palatal,a,rep1,a,sh,a,1229,1218.4,1241.5,1310.5,1502.3,2895.2,2815,3026.5,2735.8,2947.1,1493.8,1406.4,1354.5,1305.6,1311.2,2715.8,2803.9,2776.3,2708.6,2761.6
M02,1,VC,niraashaa,palatal,a,rep2,a,sh,a,1275.1,1266,1332,1389,1553.7,2606.1,2420,2543.4,2538.7,2605.2,1499.1,1419,1362.9,1344.5,1301.3,2574.7,2577.8,2586,2585.9,2527.2
M02,1,VC,peedaraasi,alveolar,a,rep1,a,s,i,1307.9,1300,1271,1209.3,1338.5,2511,2725.2,2687.5,2567.3,2846.5,1826.1,2014,2140.9,2201.5,2239,2760.3,2750.5,2782,2798.8,2788.7
M02,1,VC,peedaraasi,alveolar,a,rep2,a,s,i,1271.3,1256.8,1220.6,1357.8,1349.7,2793.5,2799.5,2758.8,3719.3,2668,1862.6,1978.5,2050.5,2127,2217.4,2688.9,2673.4,2700.9,2708.2,2737.8
M02,1,VC,pooSincukoogala,retroflex,o,rep1,o,S,i,946.5,966.8,1001.5,1081.6,1277.6,2851.8,2860.1,2812.8,2777.2,2934.9,2056.9,1978.8,1958.2,2050,1998.7,3162.7,3115.2,2978.1,2961.2,2869
M02,1,VC,pooSincukoogala,retroflex,o,rep2,o,S,i,892.2,889.4,897.2,998.9,1174.4,2941.6,2949.3,2917.2,2828.5,2817,1826.5,1970.8,2047.8,2008.1,1985.3,2741.8,2813.8,2796.8,2808,2862.9
M02,1,VC,poosinaTlugaa,alveolar,o,rep1,o,s,i,887.5,897.5,921.1,983.5,1076.5,2872.1,2905.4,2884.9,2879.7,2891.3,1984.6,2033.7,2090.5,2095.7,2115.9,2744.6,2778.5,2775.3,2771.9,2826.1
M02,1,VC,poosinaTlugaa,alveolar,o,rep2,o,s,i,881,917.8,912.3,955.2,1083,2937.8,2969.4,2942.5,2895.5,2938.2,1899.3,1925.3,1919,1912.7,1932,2839.1,2808.7,2828.2,2865.7,2870
M02,1,VC,praasatoo,alveolar,a,rep1,a,s,a,1191.4,1155.2,1150.1,1164,1024.8,2873.4,2840.4,2813.5,2843.3,2850,1192.3,1209.4,1220.1,1223.1,1228.2,2929.7,2933.2,2940.7,2935,2922.2
M02,1,VC,praasatoo,alveolar,a,rep2,a,s,a,1257.4,1237.4,1214.6,1283.1,1328.5,2874.4,2929.7,2903.5,2881.9,3119.9,1271.6,1283.1,1293.1,1312.6,1315.4,3010.6,3016.3,2985.8,2993.6,2997.7
M02,1,VC,prakaaS,retroflex,a,rep1,a,S,NA,1138.4,1147.4,1134.5,1289.1,1452.2,2980.1,2896.7,2765.3,2893.5,2936.8,0,0,0,0,0,0,0,0,0,0
M02,1,VC,prakaaS,retroflex,a,rep2,a,S,NA,1169.7,1175.5,1184.7,1218,1192.3,2792.4,2771,2723.6,2673.8,2207.8,0,0,0,0,0,0,0,0,0,0
M02,1,VC,prakaashincindi,palatal,a,rep1,a,sh,i,1137.2,1145.8,1190.1,1243.7,1506.4,2848.2,2841.9,2771.2,2665.1,3004.1,1929.4,1889.3,1919,1926.9,1931.2,2880.2,2787.5,2854.3,2830.5,2803.1
M02,1,VC,prakaashincindi,palatal,a,rep2,a,sh,i,1260.7,1263.4,1289.9,1332.3,1471.3,2762.6,2766.6,2760.9,2709.3,3007.1,1945.1,1928.4,1946.1,1960.9,1979.3,2929.2,2884.6,2892.1,2879.2,2896.2
M02,1,VC,raakaasi,alveolar,a,rep1,a,s,i,1265.4,1271.1,1278.7,1279.5,1248.2,3098.8,2927.3,2882.6,2688.2,2708.2,1817.4,1962.4,2139.3,2260.2,2316.5,2677.1,2678.2,2682.6,2672.2,2729.4
M02,1,VC,raakaasi,alveolar,a,rep2,a,s,i,1155.7,1165.2,1175.1,1206.3,1224.4,2912.7,2963.5,2935.8,2945.5,3027.9,2020.1,2165.3,2231.1,2249.9,2255,2706.6,2703.1,2742.8,2735.4,2645.1
M02,1,VC,raasaliila,alveolar,a,rep1,a,s,a,1183.9,1192.3,1204.1,1248.7,1229.6,2848,2937.9,2972.2,3017.2,3162,1261.8,1272.6,1306.6,1357.8,1394.6,3015.3,3012.2,3011.7,2991.1,2958
M02,1,VC,raasaliila,alveolar,a,rep2,a,s,a,1217.3,1250.4,1275.9,1269.2,1221.9,2858.2,2893.7,2963.2,2980.6,2994.8,1288.2,1333.4,1362.3,1371.3,1380.8,3067,3056.9,3064.9,3067.3,3047.8
M02,1,VC,raaseevaaDu,alveolar,a,rep1,a,s,e,1259.4,1275.4,1298.1,1304.6,1264.6,2942.5,3072.7,3141.2,3125.7,3021.6,1767.9,1942.4,2083.5,2167.2,2157.4,2736.5,2688.9,2779.7,2829.8,2858.6
M02,1,VC,raaseevaaDu,alveolar,a,rep2,a,s,e,1242.4,1244.3,1302.4,1372,1373.1,2918.7,2961.8,2967.8,3176.8,2994.6,1786.5,1920.4,1968.5,1986.6,1993.7,2796.2,2757.2,2757.7,2759.3,2744.1
M02,1,VC,revinyuushaakha,palatal,u,rep1,u,sh,a,1048.7,1095.6,1124,1210.6,1352.6,2863.4,2774.5,2766.5,2583.6,2773.6,1546,1473.5,1407,1374.1,1348.2,2659.7,2766.7,2572,2660,2663.9
M02,1,VC,revinyuushaakha,palatal,u,rep2,u,sh,a,925.4,940.6,1027.2,1117.8,1285.5,2295.8,2400.6,2409.7,2009.4,2098.8,1530.6,1432.5,1400.2,1355.9,1354.4,2648.7,2603.7,2570.3,2611.2,2652.3
M02,1,VC,tamaaSaa,retroflex,a,rep1,a,S,a,1147.3,1132.1,1165.1,1268,1325.1,3237.7,2746.4,3396.3,3834.9,3117.9,1569.3,1485,1406.3,1345,1327.1,2682.9,2690.9,2589.1,2659.2,2726.5
M02,1,VC,tamaaSaa,retroflex,a,rep2,a,S,a,1144.9,1134.8,1195.7,1286.1,1464.2,3184.6,3239.5,3250.6,3010.3,2895.9,1506.9,1436.3,1418,1373.3,1330.3,2753.1,2768.6,2908.6,2839.5,2987.6
M02,1,VC,tamaaSaagaa,retroflex,a,rep1,a,S,a,1181.4,1182.2,1236.3,1294.5,1457.8,3490.5,3461.9,3403.2,2598,2889.3,1544.9,1442.7,1322.2,1286.7,1320.6,2620.6,2701.2,2295.9,2163.1,2021
M02,1,VC,tamaaSaagaa,retroflex,a,rep2,a,S,a,1220.4,1247.1,1299.8,1428.2,1602.1,3317,3243.6,3021.8,2664.1,2919.2,1481.9,1367.8,1301.4,1306.5,1305.7,2771.3,2300.7,2246.8,2358.7,2388.4
M02,1,VC,telugubhaaSaloo,retroflex,a,rep1,a,S,a,1117.5,1147.5,1251.8,1310.6,1503.8,2772.1,2734,2826.8,2366.2,2912.3,1594.9,1565,1535,1508.8,1483.2,2668.5,2674.2,2652.4,2642.7,2645
