Speaker,Block,Position,Word,POA,V,Rep,V1,C,V2,v1F2_1,v1F2_2,v1F2_3,v1F2_4,v1F2_5,v1F3_1,v1F3_2,v1F3_3,v1F3_4,v1F3_5,v2F2_1,v2F2_2,v2F2_3,v2F2_4,v2F2_5,v2F3_1,v2F3_2,v2F3_3,v2F3_4,v2F3_5
M01,1,CV,Saaping,retroflex,a,rep1,NA,S,a,0,0,0,0,0,0,0,0,0,0,1522.8,1347.2,1225,1210.8,1064.1,3128.6,3192.8,3166,3176.5,3164.1
M01,1,CV,Saaping,retroflex,a,rep2,NA,S,a,0,0,0,0,0,0,0,0,0,0,1341.2,1319.8,1128,1041.7,1326,2885.8,3174.7,3139.1,3125.7,3132.6
M01,1,CV,Saapingu,retroflex,a,rep1,NA,S,a,0,0,0,0,0,0,0,0,0,0,2135,1319.9,1152.7,1153.8,1176.5,3563.1,3325.1,3147,3276.8,3054.4
M01,1,CV,Saapingu,retroflex,a,rep2,NA,S,a,0,0,0,0,0,0,0,0,0,0,1504.5,1515.1,1431.3,1334.8,1234.2,3332.7,3254.8,3135.8,3173,2725.9
M01,1,CV,Saapulaloo,retroflex,a,rep1,NA,S,a,0,0,0,0,0,0,0,0,0,0,1357.9,1237.7,1260.8,1070.9,1067.9,3276.2,3096.1,2988.9,3297.5,3274
M01,1,CV,Saapulaloo,retroflex,a,rep2,NA,S,a,0,0,0,0,0,0,0,0,0,0,1563,1367,1300.4,1395.8,1127.5,3403,3270.7,3194.4,3138.7,3231.3
M01,1,CV,Saapuloo,retroflex,a,rep1,NA,S,a,0,0,0,0,0,0,0,0,0,0,1495.8,1289.3,1226.1,1223.1,1168.5,3266.1,3288.3,3140.2,3218.8,3302.7
M01,1,CV,Saapuloo,retroflex,a,rep2,NA,S,a,0,0,0,0,0,0,0,0,0,0,1466.6,1410.2,1374,1268,1198.5,2777.4,2372.8,3320.4,2782.5,2564
M01,1,CV,Saapulooki,retroflex,a,rep1,NA,S,a,0,0,0,0,0,0,0,0,0,0,1393.4,1216.5,1228.9,1245.4,1147.9,3248.7,2666.7,2989.4,3034.4,2907.8
M01,1,CV,Saapulooki,retroflex,a,rep2,NA,S,a,0,0,0,0,0,0,0,0,0,0,1516.6,1396.8,1534.7,1568.8,1348.3,2748.5,3147,3181,3316.8,3198.1
M01,1,CV,SaapuluNTaayi,retroflex,a,rep1,NA,S,a,0,0,0,0,0,0,0,0,0,0,1314,1287.4,1146.1,1141.1,1105.7,3196.6,3029.8,2649.3,3360.2,3168.8
M01,1,CV,SaapuluNTaayi,retroflex,a,rep2,NA,S,a,0,0,0,0,0,0,0,0,0,0,1525,1374.6,1278.8,1231.2,1274.9,3399.3,2573.3,3234.4,3256.1,3296.8
M01,1,CV,Saapulu,retroflex,a,rep1,NA,S,a,0,0,0,0,0,0,0,0,0,0,1542.7,1478.1,1299.5,1275.1,1242,3363,3099.9,3111.4,3049,3142.3
M01,1,CV,Saapulu,retroflex,a,rep2,NA,S,a,0,0,0,0,0,0,0,0,0,0,1479.2,1373.4,1663.7,1334.8,1228.2,3325.7,3192.2,3190.2,3089.3,2658
M01,1,CV,SaarT,retroflex,a,rep1,NA,S,a,0,0,0,0,0,0,0,0,0,0,1354.7,1729.9,1027.3,1057.2,996.5,3078.5,2973.1,2799.9,3070.6,3081
M01,1,CV,SaarT,retroflex,a,rep2,NA,S,a,0,0,0,0,0,0,0,0,0,0,1690.7,1306.9,1087,1521.7,1413.3,2812.5,3068.5,2519.2,3110.9,3116.3
M01,1,CV,Saavukaarlu,retroflex,a,rep1,NA,S,a,0,0,0,0,0,0,0,0,0,0,1628.1,1469.1,1360.5,1251.4,1227.4,3142.9,2865.9,3425.2,2909.4,3162.1
M01,1,CV,Saavukaarlu,retroflex,a,rep2,NA,S,a,0,0,0,0,0,0,0,0,0,0,1664.2,1489.4,1418.9,1412.1,1339.2,3324.3,3014.5,3292.2,3024.1,3342.1
M01,1,CV,Saavukaaru,retroflex,a,rep1,NA,S,a,0,0,0,0,0,0,0,0,0,0,1463.3,1320.8,1282.3,1148,1158.6,3159,3155,3353.2,3447.5,3018.3
M01,1,CV,Saavukaaru,retroflex,a,rep2,NA,S,a,0,0,0,0,0,0,0,0,0,0,1635.5,1441.8,1336.3,1261.3,1156.9,3356.5,3274.8,2791.6,3408.6,3405
M01,1,CV,Saavukaaruku,retroflex,a,rep1,NA,S,a,0,0,0,0,0,0,0,0,0,0,1504.9,1423.8,1359.6,1221.7,1164.7,3310.7,3497.2,3181.4,3131.7,3176.1
M01,1,CV,Saavukaaruku,retroflex,a,rep2,NA,S,a,0,0,0,0,0,0,0,0,0,0,1535.4,1430,1380.4,1252.4,1175.9,3426.6,2892.1,3128.3,2884.6,2880.6
M01,1,CV,Saavukaarutoo,retroflex,a,rep1,NA,S,a,0,0,0,0,0,0,0,0,0,0,1437.6,1453.5,1238.2,1194,1179.7,3154.7,3160.5,2964.2,2601.7,2895.6
M01,1,CV,Saavukaarutoo,retroflex,a,rep2,NA,S,a,0,0,0,0,0,0,0,0,0,0,1410.3,1439.9,1193.6,1146.2,1155.4,2612.7,3116.3,2413.4,2272.9,2340.6
M01,1,CV,Seek,retroflex,e,rep1,NA,S,e,0,0,0,0,0,0,0,0,0,0,2010.5,2227.8,2313.7,2036.4,2273,2483.1,2472.9,3045.2,2378.6,2682
M01,1,CV,Seek,retroflex,e,rep2,NA,S,e,0,0,0,0,0,0,0,0,0,0,1958.1,1989.7,2185.1,2048.9,2068.9,2531.5,2305.5,2630.6,2563.4,2873.6
M01,1,CV,Seervaani,retroflex,e,rep1,NA,S,e,0,0,0,0,0,0,0,0,0,0,1956.7,2057.3,2021,1936.5,2048.8,2320.6,2418.4,2450,2387.1,2452.4
M01,1,CV,Seervaani,retroflex,e,rep2,NA,S,e,0,0,0,0,0,0,0,0,0,0,2072.5,2014.2,2072.7,2094,2145.5,2177.6,2427,2825.7,2693.1,2585.3
M01,1,CV,Siild,retroflex,i,rep1,NA,S,i,0,0,0,0,0,0,0,0,0,0,2240.7,2138.2,2167.1,2167.3,2193.4,2733,2861.7,2911.3,2981.4,3125.5
M01,1,CV,Siild,retroflex,i,rep2,NA,S,i,0,0,0,0,0,0,0,0,0,0,2111.4,2100,2099.8,2139.1,2212.9,2971.6,3174.3,3198.6,3094.9,3083.4
M01,1,CV,Siitlu,retroflex,i,rep1,NA,S,i,0,0,0,0,0,0,0,0,0,0,2097.1,2037.4,2198.5,2162.1,2155.6,3266.1,3687.7,3011.8,2562,2551.1
M01,1,CV,Siitlu,retroflex,i,rep2,NA,S,i,0,0,0,0,0,0,0,0,0,0,2220.4,2161.5,2188.3,2176.3,2212.9,2497.5,2610.8,2610.2,2607.4,2553.6
M01,1,CV,SooDaa,retroflex,o,rep1,NA,S,o,0,0,0,0,0,0,0,0,0,0,1254.8,1078.2,1037.7,975.9,927.5,2138.8,2040.5,2116.3,2158.6,2154.3
M01,1,CV,SooDaa,retroflex,o,rep2,NA,S,o,0,0,0,0,0,0,0,0,0,0,1301.7,1077.7,1039.7,995.9,944,2066.2,2090.7,2141.9,2130.7,2113.2
M01,1,CV,Sooruum,retroflex,o,rep1,NA,S,o,0,0,0,0,0,0,0,0,0,0,993.2,932.9,946.2,932.3,928.4,2112.9,2124.4,2152.1,2220.1,2259.8
M01,1,CV,Sooruum,retroflex,o,rep2,NA,S,o,0,0,0,0,0,0,0,0,0,0,1290.2,493.4,864.2,900.1,919.3,2613,1930.9,2144.3,2129.3,2227
M01,1,CV,SuuT,retroflex,u,rep1,NA,S,u,0,0,0,0,0,0,0,0,0,0,1243.6,1040.2,784.8,794.5,955.8,2306.3,2260.1,2252.3,2270.6,2339.2
M01,1,CV,SuuT,retroflex,u,rep2,NA,S,u,0,0,0,0,0,0,0,0,0,0,1429,1047.8,1064.3,1027.9,1047.5,2197.3,2149.5,2387.9,2128,2224.4
M01,1,CV,SuuTingu,retroflex,u,rep1,NA,S,u,0,0,0,0,0,0,0,0,0,0,1404.9,1237,1164.8,1147.2,1121.8,2313.8,2271.6,2235.5,2230.5,2236.3
M01,1,CV,SuuTingu,retroflex,u,rep2,NA,S,u,0,0,0,0,0,0,0,0,0,0,1489.9,1211.1,1138.5,1119.6,1097.4,2550.9,2203.6,2203.7,2235.8,2231.1
M01,1,CV,saadhaaranangaa,alveolar,a,rep1,NA,s,a,0,0,0,0,0,0,0,0,0,0,1167,1182.4,1037.2,910.9,828.3,2628.3,3187.3,3005.8,2810.5,2523.5
M01,1,CV,saadhaaranangaa,alveolar,a,rep2,NA,s,a,0,0,0,0,0,0,0,0,0,0,1179.7,1193.6,1352.1,1205.8,1161.1,2325.5,2721.5,3271.7,2316.8,2891
M01,1,CV,saadhanaa,alveolar,a,rep1,NA,s,a,0,0,0,0,0,0,0,0,0,0,1253,1212.6,1147.3,1130.6,1184.6,2350.2,2811.1,2938.1,3201.6,3137.7
M01,1,CV,saadhanaa,alveolar,a,rep2,NA,s,a,0,0,0,0,0,0,0,0,0,0,1279.6,1212.8,1209.7,1172,1163.3,2275.1,2308.2,3358.1,2588.4,2751.5
M01,1,CV,saadhincaaru,alveolar,a,rep1,NA,s,a,0,0,0,0,0,0,0,0,0,0,1235.4,1236.5,1184.6,1166.2,1194.6,2549.9,2552.9,2415.5,2473.4,2446
M01,1,CV,saadhincaaru,alveolar,a,rep2,NA,s,a,0,0,0,0,0,0,0,0,0,0,1268.4,1238.7,1154.4,1169.8,1210,2131.7,2798.7,2657.3,2921.1,2690.5
M01,1,CV,saagunu,alveolar,a,rep1,NA,s,a,0,0,0,0,0,0,0,0,0,0,1168.3,1242.1,1167.5,1037.3,1081.6,2978.1,2902.6,2795.1,2720.4,2859.8
M01,1,CV,saagunu,alveolar,a,rep2,NA,s,a,0,0,0,0,0,0,0,0,0,0,1325.4,1372.2,1289.5,1152.9,1204.5,2564,3039.3,2504.6,2361.3,2304.4
M01,1,CV,saahityam,alveolar,a,rep1,NA,s,a,0,0,0,0,0,0,0,0,0,0,1112,1186.3,1170.2,1151.4,1093.7,2846.7,2787.5,3183.4,3315.6,3159.8
M01,1,CV,saahityam,alveolar,a,rep2,NA,s,a,0,0,0,0,0,0,0,0,0,0,1183.3,1216.3,1126.7,1120.5,1174.2,2661.9,2973.1,3235.3,2835.8,3382.1
M01,1,CV,saaku,alveolar,a,rep1,NA,s,a,0,0,0,0,0,0,0,0,0,0,1216.5,1161.6,1092.6,806.2,1506.6,2466.2,2619.2,2791.5,2989.7,3232.9
M01,1,CV,saaku,alveolar,a,rep2,NA,s,a,0,0,0,0,0,0,0,0,0,0,1154,1278.3,1850,1210.1,1245.5,2499.1,2571.6,3354.5,2700.1,2509.1
M01,1,CV,saampradaaya,alveolar,a,rep1,NA,s,a,0,0,0,0,0,0,0,0,0,0,1140.7,1212.8,1179.2,1204.9,1186.1,2452.6,2397.2,2864.6,2717.8,2622.3
M01,1,CV,saampradaaya,alveolar,a,rep2,NA,s,a,0,0,0,0,0,0,0,0,0,0,1344.9,1321.3,1358.8,1088.7,1362.2,2400.7,2873.1,3438,2477.6,3207.3
M01,1,CV,saana,alveolar,a,rep1,NA,s,a,0,0,0,0,0,0,0,0,0,0,1122.9,1100,1221.6,1308.7,1290.4,1889.2,2693.8,2899.5,3182.6,2720.2
M01,1,CV,saana,alveolar,a,rep2,NA,s,a,0,0,0,0,0,0,0,0,0,0,1289.8,1298.8,1299.9,1293.9,1161.8,3028,3298,3137.7,3073.5,3196.9
M01,1,CV,saaphii,alveolar,a,rep1,NA,s,a,0,0,0,0,0,0,0,0,0,0,1232.3,1074,1044.5,980.4,1082,3460.4,3222.8,3138.4,3096.5,3046.2
M01,1,CV,saaphii,alveolar,a,rep2,NA,s,a,0,0,0,0,0,0,0,0,0,0,1350.6,1290,1180.4,1238.4,1234.8,3319,2768.1,2767,2980,2643.5
M01,1,CV,saara,alveolar,a,rep1,NA,s,a,0,0,0,0,0,0,0,0,0,0,1241,1196.7,874.5,1083.1,1017.7,3203.5,3115.9,2857.1,2788.8,2835.8
M01,1,CV,saara,alveolar,a,rep2,NA,s,a,0,0,0,0,0,0,0,0,0,0,1351.2,1254.2,1203.1,1048.8,941.4,2981.3,3072.5,2830.3,2461.9,2487.2
M01,1,CV,saayantoo,alveolar,a,rep1,NA,s,a,0,0,0,0,0,0,0,0,0,0,1165.3,1214,1374.5,1151.6,1090.9,2350.2,3369.2,3295.2,3146,3141.7
M01,1,CV,saayantoo,alveolar,a,rep2,NA,s,a,0,0,0,0,0,0,0,0,0,0,1307.2,1224.9,1250.7,1288,1333.6,2897.9,3209.8,3159.2,3071.8,2979
M01,1,CV,saayantram,alveolar,a,rep1,NA,s,a,0,0,0,0,0,0,0,0,0,0,1311.6,1377.7,1364.6,1286.1,1436.2,2570.4,2644.5,3230.5,2521.6,2165.9
M01,1,CV,saayantram,alveolar,a,rep2,NA,s,a,0,0,0,0,0,0,0,0,0,0,1282.7,1390.2,1407.6,1340.2,1294.7,2618.9,2599.5,3223.3,2733.8,2693
M01,1,CV,seeT,alveolar,e,rep1,NA,s,e,0,0,0,0,0,0,0,0,0,0,1847.3,1929.5,1994.7,2068.8,2104.6,2505.4,2752,2679.3,2776.7,2837.6
M01,1,CV,seeT,alveolar,e,rep2,NA,s,e,0,0,0,0,0,0,0,0,0,0,1648.4,2016.9,1997.5,2083.2,2082.3,2500,2551.1,2700,2744.8,2776.8
M01,1,CV,seevalni,alveolar,e,rep1,NA,s,e,0,0,0,0,0,0,0,0,0,0,1530.9,1835,1877,1911.7,1906.4,2273,2465,2612.5,2629.2,2594
M01,1,CV,seevalni,alveolar,e,rep2,NA,s,e,0,0,0,0,0,0,0,0,0,0,1669.7,1722.8,1834.5,1916.4,1970.1,2447.7,2473.9,2583.4,2672.2,2668.1
M01,1,CV,shaakaahaarulu,palatal,a,rep1,NA,sh,a,0,0,0,0,0,0,0,0,0,0,1491.5,1386,1177.5,1022.2,1195.3,2455.1,3101.5,2792.6,2601.2,2872.1
M01,1,CV,shaakaahaarulu,palatal,a,rep2,NA,sh,a,0,0,0,0,0,0,0,0,0,0,1635.2,1399.3,1344.7,1444.2,1427.6,2891.9,2580.8,2840.8,2867.4,2654.2
M01,1,CV,shaakhakuu,palatal,a,rep1,NA,sh,a,0,0,0,0,0,0,0,0,0,0,1444.1,1233,1150.3,1131.5,917.5,3238.4,3280.4,3035.2,2967.6,3186.9
M01,1,CV,shaakhakuu,palatal,a,rep2,NA,sh,a,0,0,0,0,0,0,0,0,0,0,1639.2,1591.5,1414.6,1263.6,1230.3,3505.2,3357.3,3161.8,2567.5,3220.9
M01,1,CV,shaalivaahanuDu,palatal,a,rep1,NA,sh,a,0,0,0,0,0,0,0,0,0,0,1566.5,1335.9,1300.5,1215.7,1166,3353,2669.1,2665.9,2948.6,2928.7
M01,1,CV,shaalivaahanuDu,palatal,a,rep2,NA,sh,a,0,0,0,0,0,0,0,0,0,0,1451.2,1435.4,1250,1184.6,1165.4,2619.1,2658.8,3291.3,3179,3124.1
M01,1,CV,shaaluva,palatal,a,rep1,NA,sh,a,0,0,0,0,0,0,0,0,0,0,1663.6,1655.1,1229.6,1221.3,1141.6,3661,3344.2,3118.4,3166.1,2910.4
M01,1,CV,shaaluva,palatal,a,rep2,NA,sh,a,0,0,0,0,0,0,0,0,0,0,1578.3,1501.5,1376.5,1302.5,1177.4,3188.1,3341.7,3310.4,3247.1,3102.5
M01,1,CV,shaanti,palatal,a,rep1,NA,sh,a,0,0,0,0,0,0,0,0,0,0,1561.6,1576.7,1574,1491.7,1336.5,3565.1,3280.9,3292.2,3274,2613.5
M01,1,CV,shaanti,palatal,a,rep2,NA,sh,a,0,0,0,0,0,0,0,0,0,0,1555.2,1646.3,1627.6,1464.2,1321.8,1905.6,3291.1,3306.7,3285.3,3269.8
M01,1,CV,shaantiyuta,palatal,a,rep1,NA,sh,a,0,0,0,0,0,0,0,0,0,0,1459.7,1401.4,1354.2,1274.7,1257.8,2336.1,2607.9,2581.7,2214.3,2553.6
M01,1,CV,shaantiyuta,palatal,a,rep2,NA,sh,a,0,0,0,0,0,0,0,0,0,0,1399.5,1525.1,1380.3,1216.6,1235.2,2801.9,3038.7,3465.3,2512.5,3187.3
M01,1,CV,shaapam,palatal,a,rep1,NA,sh,a,0,0,0,0,0,0,0,0,0,0,1614,1517,1164.7,1232.1,1225.7,3258.3,3076.5,2986,2635.8,2803
M01,1,CV,shaapam,palatal,a,rep2,NA,sh,a,0,0,0,0,0,0,0,0,0,0,1528.9,1397.4,1310.6,1297.9,1197.8,3422.2,3163.6,3242.2,3318.1,3223.9
M01,1,CV,shaapanaardhaalu,palatal,a,rep1,NA,sh,a,0,0,0,0,0,0,0,0,0,0,1369.8,1489.2,1427.6,1140.8,1103.1,2773.4,3341.6,3259.5,3142.9,2811.7
M01,1,CV,shaapanaardhaalu,palatal,a,rep2,NA,sh,a,0,0,0,0,0,0,0,0,0,0,1678.7,1364.8,1357.9,1510.8,1222.4,2954.5,2782.6,2886.7,3322.8,2457.8
M01,1,CV,shaarada,palatal,a,rep1,NA,sh,a,0,0,0,0,0,0,0,0,0,0,1453.3,1347.7,1247.5,1159.2,1111.3,3273.9,3320.9,2752.4,2963.8,2558.9
M01,1,CV,shaarada,palatal,a,rep2,NA,sh,a,0,0,0,0,0,0,0,0,0,0,1526.6,1418.5,1361.7,1328.4,1215.7,3205.1,3153.5,3113.3,2894.3,2576.8
M01,1,CV,shaariirika,palatal,a,rep1,NA,sh,a,0,0,0,0,0,0,0,0,0,0,1437.3,1415.5,1369.7,1208.3,1192.3,2334,2384,1975.3,2793.1,2541.1
M01,1,CV,shaariirika,palatal,a,rep2,NA,sh,a,0,0,0,0,0,0,0,0,0,0,1518.4,1455.4,1258.5,1194.3,1381.8,3407.4,3314,2905.6,2468,2751.9
M01,1,CV,shaaru,palatal,a,rep1,NA,sh,a,0,0,0,0,0,0,0,0,0,0,1405.7,1719.9,1218,1198.1,1099.8,3294.2,3231.6,2988.8,2604.1,2339
M01,1,CV,shaaru,palatal,a,rep2,NA,sh,a,0,0,0,0,0,0,0,0,0,0,1603.8,1518.8,1731.6,1387.2,1572.5,3464,3372.8,3375.3,3241.2,3273.8
M01,1,CV,shaatavaahanulu,palatal,a,rep1,NA,sh,a,0,0,0,0,0,0,0,0,0,0,1610.8,1307.8,1036.9,1101.7,1162.6,3580.8,3648.9,2383.6,2270.2,2197.3
M01,1,CV,shaatavaahanulu,palatal,a,rep2,NA,sh,a,0,0,0,0,0,0,0,0,0,0,1482.1,1567.1,1390.6,1337.9,1282.3,2661.6,3321.7,2480.5,2832,2217.7
M01,1,CV,sheekhar,palatal,e,rep1,NA,sh,e,0,0,0,0,0,0,0,0,0,0,2087.9,2078.9,2112.5,2045.7,2048.9,2533.8,3334.6,3449.3,2751.3,2488.7
M01,1,CV,sheekhar,palatal,e,rep2,NA,sh,e,0,0,0,0,0,0,0,0,0,0,1888.8,1951.4,1969.9,1902.5,2013.4,2813.1,2508,2499.9,2594,2929.7
M01,1,CV,sheerlu,palatal,e,rep1,NA,sh,e,0,0,0,0,0,0,0,0,0,0,1981.3,2029,2074.2,2111,2121.4,2636.4,2527.4,2624.2,2590.6,2538.4
M01,1,CV,sheerlu,palatal,e,rep2,NA,sh,e,0,0,0,0,0,0,0,0,0,0,1941.2,1938.9,1940.9,1944.1,1929.7,2335.2,2302,2396,2471.7,2426.4
M01,1,CV,shiilam,palatal,i,rep1,NA,sh,i,0,0,0,0,0,0,0,0,0,0,2081.8,2040.3,2078.2,2088.3,2106,2618.9,2576,2728.2,2713.7,2762.1
M01,1,CV,shiilam,palatal,i,rep2,NA,sh,i,0,0,0,0,0,0,0,0,0,0,2003,2000.9,2034.5,2046.9,2066.1,3450,3275.4,2900.4,2719,2836.1
M01,1,CV,shiitakaalam,palatal,i,rep1,NA,sh,i,0,0,0,0,0,0,0,0,0,0,2140,2126.6,2104.8,2136.5,2143.8,3146.1,2724.8,2678.5,2733.5,2763.4
M01,1,CV,shiitakaalam,palatal,i,rep2,NA,sh,i,0,0,0,0,0,0,0,0,0,0,2069.8,2067.9,2132,2160.1,2169.7,2548.8,2708.6,2693.5,2724.1,2756.7
M01,1,CV,shoobhaa,palatal,o,rep1,NA,sh,o,0,0,0,0,0,0,0,0,0,0,1103.3,945.3,949.9,946.2,932.2,2052.1,2017.5,2104.4,2238.8,2214.5
M01,1,CV,shoobhaa,palatal,o,rep2,NA,sh,o,0,0,0,0,0,0,0,0,0,0,1361.9,1105.6,1038,952.9,948.2,2494.6,2106,2105.8,2164.4,2162.7
M01,1,CV,shookam,palatal,o,rep1,NA,sh,o,0,0,0,0,0,0,0,0,0,0,886.1,740,859.6,882.4,852.9,1808.8,1908.5,1980.9,2023.1,2060.8
M01,1,CV,shookam,palatal,o,rep2,NA,sh,o,0,0,0,0,0,0,0,0,0,0,868.6,959.8,1033.7,1017.8,1029.9,1867.5,1799.9,1906.6,1879.1,1865.1
M01,1,CV,shuula,palatal,u,rep1,NA,sh,u,0,0,0,0,0,0,0,0,0,0,1309.3,955.8,999.4,932.1,895.1,2323.3,2166.5,2180.1,2199.2,2167.5
M01,1,CV,shuula,palatal,u,rep2,NA,sh,u,0,0,0,0,0,0,0,0,0,0,1276.9,565.9,1040.7,1000.6,970.8,2208.9,2154.5,2307.4,2304.9,2292.1
M01,1,CV,shuuruDu,palatal,u,rep1,NA,sh,u,0,0,0,0,0,0,0,0,0,0,1288.9,479.4,963,910.4,874.8,2293.4,2216,2258.1,2239.2,2290.9
M01,1,CV,shuuruDu,palatal,u,rep2,NA,sh,u,0,0,0,0,0,0,0,0,0,0,1559.1,1232.4,1138,1043.4,1024,2441.2,2197.5,2239.4,2247.4,2263.1
M01,1,CV,siiTunu,alveolar,i,rep1,NA,s,i,0,0,0,0,0,0,0,0,0,0,2066.8,2028.5,2098.8,2102.7,2085.4,2609.2,2656.2,2624.3,2650.3,2624.9
M01,1,CV,siiTunu,alveolar,i,rep2,NA,s,i,0,0,0,0,0,0,0,0,0,0,1885.5,2018.9,2078.4,2075.7,2122.9,2394.8,2504.5,2607,2687.8,2690.7
M01,1,CV,siita,alveolar,i,rep1,NA,s,i,0,0,0,0,0,0,0,0,0,0,2005.1,2202,2219.2,2162.7,2279.1,2370.4,2377.6,2434.3,2732.2,2901.7
M01,1,CV,siita,alveolar,i,rep2,NA,s,i,0,0,0,0,0,0,0,0,0,0,1925,1963.7,2046.6,2083.3,2099.4,2409,2644.5,2791.2,2813.3,2934.8
M01,1,CV,soodi,alveolar,o,rep1,NA,s,o,0,0,0,0,0,0,0,0,0,0,1094.6,931.1,921.1,897.7,899.1,2290.4,2128.2,1998.7,2171,2195.6
M01,1,CV,soodi,alveolar,o,rep2,NA,s,o,0,0,0,0,0,0,0,0,0,0,1140.3,1116.8,1043.6,997.4,983.9,2256.5,2255.4,2095.8,2126.2,2161.5
M01,1,CV,soomari,alveolar,o,rep1,NA,s,o,0,0,0,0,0,0,0,0,0,0,1013.6,1046.2,990.3,614.7,881.8,2379.3,2411.1,2537.1,2128.8,2150.6
M01,1,CV,soomari,alveolar,o,rep2,NA,s,o,0,0,0,0,0,0,0,0,0,0,1129.9,1118.6,1069.2,992.7,906.8,2495.5,2263.3,2367.8,2206.5,2184.2
M01,1,CV,suucana,alveolar,u,rep1,NA,s,u,0,0,0,0,0,0,0,0,0,0,1417.8,1186.1,1071.2,1018.3,1080.9,2398.9,2314.5,2318,2166.8,2362.8
M01,1,CV,suucana,alveolar,u,rep2,NA,s,u,0,0,0,0,0,0,0,0,0,0,1281.3,860.5,891.4,947,1017.1,2302.7,2176.6,2238.5,2208.2,2247.9
M01,1,CV,suudi,alveolar,u,rep1,NA,s,u,0,0,0,0,0,0,0,0,0,0,1276.2,1112.3,956.9,904.8,877.3,2667.8,2413.3,2321.6,2311.6,2390.1
M01,1,CV,suudi,alveolar,u,rep2,NA,s,u,0,0,0,0,0,0,0,0,0,0,1128.5,1072,982.6,887.9,919.8,2327.3,2306.6,2243.3,2265.2,2316.5
M01,1,VC,aDiyaasha,palatal,a,rep1,a,sh,a,1565.6,1645.1,1457,1417.4,1548.5,3649.4,3201.4,1967,2498,2654.7,1480,1401.3,1177.4,1472.3,1387.7,2118.6,2207.7,1967.5,2760.6,2105.6
M01,1,VC,aDiyaasha,palatal,a,rep2,a,sh,a,1580.5,1820.3,1480.3,1600.1,2089.4,2847.4,2924.7,2444,2730.3,2869.5,1501.5,1581.7,1364.7,1314.8,924.9,2419.1,2006.2,2006.8,1908.9,1761.8
M01,1,VC,aaSaaDha,retroflex,a,rep1,a,S,a,887.4,1187.2,1093.2,1988.9,880.9,2445.7,2875.4,2162.2,3563.3,2630.4,1469.3,1850,789.6,1202.1,1159.3,3209.5,3108.8,3189.8,2306.4,3005.8
M01,1,VC,aaSaaDha,retroflex,a,rep2,a,S,a,857.8,1315.3,1493.3,1482,1325.1,2304.8,1557.5,3499.4,3196.7,2525.4,1524.7,1430.5,1486.3,1192.9,1214.3,3349.9,3209.8,3211,3219.9,2294.4
M01,1,VC,aadeesham,palatal,e,rep1,e,sh,a,2003.3,2004.4,1980.1,1890.8,1828.1,2522,2541.1,2645.4,2540.5,2969.6,1565.6,1299.7,1370.6,2112.4,1045.6,2418,2326.3,2522.5,3687.7,2619.1
M01,1,VC,aadeesham,palatal,e,rep2,e,sh,a,2013.4,2001.1,1976.2,1945.2,1915.8,2583.4,2572.8,2545.4,2561.7,2846.2,1694.3,1638.5,1328.5,807.4,1159.5,2587.7,2800.1,2190.7,1924.5,2173.1
M01,1,VC,aakaashaaniki,palatal,a,rep1,a,sh,a,1317.5,1310.7,1439.3,1454.9,1374.1,1734.7,2843.3,3522.7,3506.3,2409.9,1400.9,1390.9,1333.4,1319.5,1258.3,1943.9,2037.1,2312.7,3409.6,2244
M01,1,VC,aakaashaaniki,palatal,a,rep2,a,sh,a,1475.7,1457.2,1178.8,1445.6,1392.9,3619.7,3587.4,1555.4,2140,2459.1,1452.2,1432.5,1571.4,1448,1365.6,2063,2338.4,3365.5,1964.1,2283
M01,1,VC,aakroosham,palatal,o,rep1,o,sh,a,973.1,991.6,1026.7,1145.3,1254.8,2170,2159.3,2158.9,2115.7,1882,1546.2,1427,1371.6,1380.1,1436.9,3411.5,2057.3,2170.3,3317.7,3251
M01,1,VC,aakroosham,palatal,o,rep2,o,sh,a,1061.5,1083.1,1121.5,1258.5,1281.8,2166.7,2141.5,2107.1,2266.1,2267.8,1699.3,1440.1,1414.1,1398.8,1357.4,3439.6,2455.2,2195.9,2555.4,2815.5
M01,1,VC,aashaabangam,palatal,a,rep1,a,sh,a,1168.2,1100.6,1191.2,1323.4,1350.3,2745.3,2562.9,2307.8,2331.6,2511.9,1510.8,1482.8,1343.8,1367.3,1342.7,3017.6,3154,3037,3084.3,3166.1
M01,1,VC,aashaabangam,palatal,a,rep2,a,sh,a,1063.9,1138.5,1208.8,1258.9,1329.6,2343.3,2350.2,2280.2,2345,2548.8,1312.1,1357.7,1341.8,1542.2,1299.8,2730.9,3043.1,3185.3,3175.8,3167.1
M01,1,VC,aashiirvaadantoo,palatal,a,rep1,a,sh,i,1161.8,1199.5,1221.6,1517.8,1361,2774.7,2762.7,2321.2,1839.2,2620.3,2337.4,1998.4,2059.5,2067.3,2069,2654.9,2517.5,2586.8,2597.1,2540.5
M01,1,VC,aashiirvaadantoo,palatal,a,rep2,a,sh,i,1259.6,1272.2,1293.3,1375.5,1372.2,2325.7,2288.4,2113.1,2489.7,2702.2,2064,2030,2071.2,2048.2,2031.3,2274.4,2470.2,2584.6,2542.1,2525.7
