Vowel	Ceiling	F2	F3
a	4000	920.4	1084.2
a	4100	978.0	1073.9
a	4200	1014.2	1068.9
a	4300	1079.8	3166.4
a	4400	1087.1	3025.5
a	4500	1092.9	2882.9
a	4600	1092.9	2977.9
a	4700	1088.6	3097.9
a	4800	1083.0	3173.5
a	4900	1070.0	3164.5
a	5000	1056.7	3164.6
a	5100	1049.2	3168.3
a	5200	1046.7	2968.6
a	5300	1050.6	3168.7
a	5400	1051.2	3167.8
a	5500	1051.0	3168.4
a	5600	1051.4	3168.3
a	5700	1051.7	3168.4
a	5800	1052.3	3167.5
a	5900	1053.3	3165.3
a	6000	1054.4	3162.5
a	4000	989.6	2011.6
a	4100	981.6	2027.9
a	4200	960.2	2037.8
a	4300	924.2	2000.9
a	4400	904.9	1891.7
a	4500	901.3	1859.6
a	4600	902.9	1865.6
a	4700	905.3	1882.3
a	4800	908.5	1911.7
a	4900	912.0	1946.4
a	5000	915.5	1983.7
a	5100	918.1	2015.9
a	5200	918.6	2048.1
a	5300	920.2	2036.9
a	5400	1020.4	1137.6
a	5500	1171.3	3134.6
a	5600	1295.0	3104.5
a	5700	1310.1	3113.9
a	5800	1260.9	3129.7
a	5900	1097.1	3141.9
a	6000	1001.8	3138.5
a	4000	1201.3	2703.9
a	4100	1202.7	2776.1
a	4200	1202.3	2834.4
a	4300	1200.2	2866.8
a	4400	1201.4	2811.7
a	4500	1199.9	2861.5
a	4600	1196.1	2941.8
a	4700	1193.3	3018.9
a	4800	1190.0	3048.2
a	4900	1186.2	2834.6
a	5000	1182.2	2764.1
a	5100	1178.2	2816.3
a	5200	1175.3	2932.8
a	5300	1173.6	3032.4
a	5400	1175.8	3102.0
a	5500	1177.6	3088.2
a	5600	1178.6	3087.4
a	5700	1178.2	3088.4
a	5800	1178.2	3085.5
a	5900	1178.9	3081.6
a	6000	1179.8	3079.2
a	4000	1218.6	2203.4
a	4100	1218.7	2267.7
a	4200	1216.9	2321.9
a	4300	1211.7	2378.9
a	4400	1207.0	2327.4
a	4500	1200.9	2226.0
a	4600	1198.6	2186.0
a	4700	1195.4	2113.0
a	4800	1195.0	2138.4
a	4900	1198.5	2192.7
a	5000	1200.0	2231.2
a	5100	1205.8	2329.9
a	5200	1209.0	2381.0
a	5300	1217.1	2511.6
a	5400	1225.3	2663.1
a	5500	1233.3	2823.8
a	5600	1226.6	2658.2
a	5700	1221.1	2600.1
a	5800	1219.1	2619.4
a	5900	1220.1	2672.9
a	6000	1222.9	2737.0
a	4000	1136.9	2868.6
a	4100	1136.6	2922.2
a	4200	1129.8	2988.8
a	4300	1132.3	2927.3
a	4400	1133.9	2867.5
a	4500	1135.9	2908.9
a	4600	1131.9	2976.5
a	4700	1117.8	3086.5
a	4800	1093.8	3130.1
a	4900	1062.9	3198.4
a	5000	1046.5	3068.4
a	5100	1040.5	2967.6
a	5200	1040.5	3088.7
a	5300	1042.9	3127.4
a	5400	1044.5	3149.0
a	5500	1047.3	3242.1
a	5600	1049.6	3221.7
a	5700	1052.1	3216.9
a	5800	1053.4	3220.5
a	5900	1053.3	3224.2
a	6000	1052.7	3226.2
a	4000	1292.7	2963.6
a	4100	681.4	1336.8
a	4200	680.7	1369.1
a	4300	674.5	1351.2
a	4400	1270.8	3115.8
a	4500	1268.5	3030.7
a	4600	1276.0	2940.4
a	4700	1280.9	2996.5
a	4800	1280.4	3049.6
a	4900	1251.9	3168.4
a	5000	1189.8	3225.7
a	5100	1105.6	3253.3
a	5200	1079.5	3154.0
a	5300	1072.6	2907.3
a	5400	1075.3	2982.8
a	5500	1080.7	3097.1
a	5600	1085.7	3204.5
a	5700	1096.0	3257.9
a	5800	1099.7	3255.8
a	5900	1102.2	3255.6
a	6000	1105.1	3256.3
a	4000	976.7	1800.5
a	4100	974.6	1823.8
a	4200	971.2	1845.8
a	4300	1205.2	2843.9
a	4400	1203.3	2726.1
a	4500	1205.8	2701.4
a	4600	1210.0	2634.6
a	4700	1207.5	2672.4
a	4800	1206.7	2805.3
a	4900	1180.8	2729.3
a	5000	1166.8	2786.5
a	5100	1155.4	2769.8
a	5200	1150.9	2446.4
a	5300	1151.2	2447.2
a	5400	1155.0	2575.1
a	5500	1159.3	2676.0
a	5600	1164.2	2866.0
a	5700	1169.7	3132.1
a	5800	1173.0	3291.7
a	5900	1165.0	3288.9
a	6000	1176.5	3304.5
a	4000	1230.3	2252.5
a	4100	1232.8	2282.7
a	4200	1232.9	2312.6
a	4300	1231.4	2363.6
a	4400	1225.8	2397.9
a	4500	1220.1	2408.0
a	4600	1211.7	2419.9
a	4700	1207.5	2422.8
a	4800	1200.7	2409.3
a	4900	1187.0	2324.3
a	5000	1180.1	2291.9
a	5100	1172.2	2247.4
a	5200	1166.4	2211.9
a	5300	1173.4	2268.8
a	5400	1183.5	2345.7
a	5500	1198.7	2504.7
a	5600	1213.3	2704.7
a	5700	1204.4	2551.7
a	5800	1200.0	2547.4
a	5900	1202.9	2595.7
a	6000	1207.9	2664.5
a	4000	1153.6	2308.8
a	4100	1153.9	2319.7
a	4200	1154.1	2329.2
a	4300	1154.2	2305.1
a	4400	1154.9	2320.1
a	4500	1154.8	2342.6
a	4600	1150.2	2390.9
a	4700	1140.4	2443.2
a	4800	1128.5	2453.6
a	4900	1119.8	2181.7
a	5000	1117.1	2139.6
a	5100	1116.3	2147.0
a	5200	1119.2	2214.1
a	5300	1123.6	2310.7
a	5400	1126.8	2391.2
a	5500	1132.1	2557.2
a	5600	1135.8	2702.5
a	5700	1143.2	2856.5
a	5800	1147.4	2881.7
a	5900	1151.7	2904.5
a	6000	1153.2	2920.5
a	4000	1233.6	2058.7
a	4100	1232.7	2082.8
a	4200	1220.4	2080.1
a	4300	1200.3	2023.8
a	4400	1181.8	1934.9
a	4500	1187.6	1976.0
a	4600	1170.5	1897.5
a	4700	1165.2	1892.6
a	4800	1163.2	1906.1
a	4900	1167.3	1933.8
a	5000	1183.6	1973.3
a	5100	1199.2	2013.3
a	5200	1220.2	2058.4
a	5300	1249.0	2112.2
a	5400	1272.2	2174.7
a	5500	1296.9	2256.9
a	5600	1316.5	2360.0
a	5700	1334.9	3186.0
a	5800	1365.9	3172.2
a	5900	1352.0	3180.2
a	6000	1369.3	3178.5
a	4000	1139.7	2805.9
a	4100	642.6	1135.7
a	4200	942.7	1126.7
a	4300	775.7	1124.3
a	4400	1124.9	3041.4
a	4500	1145.9	2806.0
a	4600	1145.3	2865.2
a	4700	1137.4	2945.1
a	4800	1119.9	3095.1
a	4900	1101.4	3187.7
a	5000	1090.0	2871.6
a	5100	1084.7	2689.8
a	5200	1084.2	2686.2
a	5300	1088.7	2833.6
a	5400	1095.2	3057.3
a	5500	1100.1	3183.5
a	5600	1105.2	3164.8
a	5700	1107.8	3163.8
a	5800	1109.0	3163.2
a	5900	1109.5	3162.7
a	6000	1110.4	3161.9
a	4000	1263.5	2271.3
a	4100	1277.3	2598.1
a	4200	1291.1	2949.9
a	4300	663.4	1299.0
a	4400	1278.1	2570.6
a	4500	1281.9	2669.9
a	4600	1284.2	2812.7
a	4700	1283.3	2990.1
a	4800	1275.8	3295.6
a	4900	1257.9	1370.3
a	5000	1237.0	1791.2
a	5100	1223.2	1941.4
a	5200	1218.5	2074.6
a	5300	1227.3	2232.6
a	5400	1255.0	3321.0
a	5500	1255.3	3320.8
a	5600	1266.2	3317.6
a	5700	1276.1	3315.2
a	5800	1274.6	3316.0
a	5900	1266.6	3318.2
a	6000	1257.1	3320.2
a	4000	1213.5	2008.6
a	4100	1215.4	2051.6
a	4200	1216.4	2074.5
a	4300	1215.2	2105.7
a	4400	1213.1	2111.6
a	4500	1204.8	1903.3
a	4600	1196.9	1758.3
a	4700	1191.5	1752.0
a	4800	1192.0	1787.7
a	4900	1197.3	1847.7
a	5000	1204.3	1916.6
a	5100	1214.5	2026.7
a	5200	1221.1	2139.8
a	5300	1231.7	2409.8
a	5400	1242.9	3151.6
a	5500	1245.7	3146.1
a	5600	1245.7	3150.9
a	5700	1242.6	3161.7
a	5800	1240.6	3166.2
a	5900	1238.1	3167.0
a	6000	1236.1	3159.8
a	4000	1209.8	2163.9
a	4100	1209.9	2217.4
a	4200	1204.8	2256.2
a	4300	1192.8	2300.0
a	4400	1182.3	2293.8
a	4500	1191.9	2281.8
a	4600	1187.1	2291.4
a	4700	1183.9	2296.9
a	4800	1174.1	2232.8
a	4900	1168.6	2185.8
a	5000	1163.6	2151.9
a	5100	1162.5	2157.2
a	5200	1164.2	2178.3
a	5300	1167.2	2208.4
a	5400	1172.5	2248.7
a	5500	1184.4	2318.2
a	5600	1193.0	2375.5
a	5700	1214.6	2514.3
a	5800	1228.5	2631.0
a	5900	1247.0	2821.5
a	6000	1275.7	3274.2
a	4000	1077.5	2182.3
a	4100	1076.2	2192.8
a	4200	1071.6	2216.9
a	4300	1066.2	2230.6
a	4400	1053.8	2250.5
a	4500	1032.0	2259.5
a	4600	1013.2	2212.8
a	4700	1004.2	2132.3
a	4800	1001.3	2091.2
a	4900	1001.0	2088.2
a	5000	1002.5	2101.4
a	5100	1005.3	2123.0
a	5200	1008.5	2161.2
a	5300	1011.7	2204.1
a	5400	1013.6	2252.9
a	5500	1012.5	2353.1
a	5600	1007.1	2481.7
a	5700	994.6	2701.0
a	5800	976.6	2770.0
a	5900	976.5	2864.0
a	6000	976.3	2931.0
a	4000	820.5	1326.6
a	4100	1233.8	2553.5
a	4200	1155.6	2122.8
a	4300	1170.5	2200.8
a	4400	1185.9	2273.8
a	4500	1203.3	2363.2
a	4600	1239.1	2523.8
a	4700	827.1	1423.3
a	4800	839.8	1594.2
a	4900	850.8	1675.4
a	5000	858.6	1733.3
a	5100	862.4	1777.0
a	5200	855.0	1800.9
a	5300	853.4	1836.1
a	5400	842.2	1838.6
a	5500	832.5	1788.7
a	5600	1298.6	3172.5
a	5700	1375.3	3126.4
a	5800	1405.9	3113.7
a	5900	1419.3	3120.9
a	6000	1416.7	3134.1
a	4000	1278.8	2136.3
a	4100	1302.9	2758.6
a	4200	988.8	2007.1
a	4300	998.4	2141.7
a	4400	688.5	1342.5
a	4500	1322.9	3103.0
a	4600	1318.5	3075.5
a	4700	1319.3	2941.7
a	4800	1322.7	2956.2
a	4900	1324.4	3029.5
a	5000	1313.9	3181.7
a	5100	1297.4	3259.9
a	5200	1282.8	2711.7
a	5300	1273.0	2821.8
a	5400	1264.8	2927.0
a	5500	1246.5	3050.5
a	5600	1238.4	3028.2
a	5700	1232.9	2966.4
a	5800	1234.0	3104.8
a	5900	1235.7	3145.7
a	6000	1241.5	3178.4
a	4000	1345.8	1476.2
a	4100	693.0	1353.0
a	4200	736.3	1358.7
a	4300	759.8	1362.0
a	4400	777.7	1365.2
a	4500	748.6	1360.9
a	4600	732.0	1354.2
a	4700	1346.1	3239.7
a	4800	1344.8	3280.9
a	4900	1344.9	3203.5
a	5000	1345.3	3212.5
a	5100	1345.4	3230.2
a	5200	1345.1	3250.4
a	5300	1343.7	3258.8
a	5400	1340.9	3272.7
a	5500	1337.8	3286.1
a	5600	1333.6	3301.9
a	5700	1330.4	3310.2
a	5800	1327.5	3315.4
a	5900	1325.3	3319.9
a	6000	1324.4	3320.0
a	4000	1184.4	2434.6
a	4100	1187.2	2805.8
a	4200	1189.6	2919.8
a	4300	664.0	1190.4
a	4400	723.1	1189.9
a	4500	728.4	1188.0
a	4600	1187.6	3097.9
a	4700	1188.6	3022.0
a	4800	1190.1	2964.4
a	4900	1190.9	2982.0
a	5000	1190.0	3029.6
a	5100	1187.7	3079.7
a	5200	1183.8	3142.8
a	5300	1177.7	3233.9
a	5400	1171.6	3349.3
a	5500	1166.1	3405.3
a	5600	1162.2	3171.3
a	5700	1160.9	3045.5
a	5800	1160.2	3014.1
a	5900	1161.2	3068.0
a	6000	1162.8	3144.4
a	4000	1207.8	2394.2
a	4100	1217.9	2696.2
a	4200	1226.1	2851.8
a	4300	1232.1	2938.9
a	4400	1230.8	3006.5
a	4500	1222.3	2832.5
a	4600	1224.5	2898.0
a	4700	1226.5	2890.7
a	4800	1228.4	2923.4
a	4900	1226.6	3021.1
a	5000	1215.6	3183.5
a	5100	1193.9	3456.7
a	5200	1166.4	3432.8
a	5300	1152.9	2759.9
a	5400	1146.2	2723.3
a	5500	1141.6	2750.1
a	5600	1150.1	3188.7
a	5700	1154.0	3451.7
a	5800	1155.1	3451.3
a	5900	1156.1	3451.6
a	6000	1159.8	3444.6
a	4000	1162.4	2235.3
a	4100	914.9	1604.9
a	4200	925.6	1165.1
a	4300	1161.7	2408.5
a	4400	1158.7	2418.1
a	4500	1157.0	2324.0
a	4600	1152.6	2227.8
a	4700	1130.7	2167.8
a	4800	1126.4	2220.5
a	4900	1130.3	2289.4
a	5000	1139.1	2366.1
a	5100	1153.5	2495.0
a	5200	1162.9	2178.1
a	5300	1169.0	3030.6
a	5400	1175.9	2966.2
a	5500	1171.9	2989.2
a	5600	1168.0	3057.5
a	5700	1163.7	3066.2
a	5800	1158.8	3112.2
a	5900	1157.2	3134.4
a	6000	1156.3	3117.8
a	4000	1139.4	1228.1
a	4100	1110.2	1297.7
a	4200	1128.9	1317.7
a	4300	1166.0	1304.1
a	4400	1181.8	1279.2
a	4500	809.4	1191.1
a	4600	1196.5	2873.5
a	4700	1203.5	2861.8
a	4800	1202.3	2862.6
a	4900	1193.5	2877.8
a	5000	1188.2	2884.9
a	5100	1180.2	2897.8
a	5200	1174.5	2907.6
a	5300	1171.2	2909.4
a	5400	1169.5	2905.2
a	5500	1170.1	2894.7
a	5600	1171.4	2884.8
a	5700	1172.3	2874.4
a	5800	1174.1	2874.3
a	5900	1176.6	2884.1
a	6000	1178.4	2892.2
a	4000	725.0	1280.4
a	4100	720.4	1270.7
a	4200	1258.2	2818.1
a	4300	1254.6	2856.6
a	4400	1254.1	2901.7
a	4500	1255.2	2963.1
a	4600	1256.4	3030.7
a	4700	1257.0	3096.2
a	4800	1253.8	3122.0
a	4900	1253.8	3206.2
a	5000	1254.5	2953.7
a	5100	1256.7	2953.6
a	5200	1257.3	3017.3
a	5300	1257.3	3071.4
a	5400	1251.8	3175.4
a	5500	1242.2	3301.2
a	5600	1228.4	3466.9
a	5700	1216.3	3572.1
a	5800	1201.8	2879.1
a	5900	1197.5	2797.8
a	6000	1193.6	2777.5
a	4000	1200.7	2286.4
a	4100	1193.3	2248.2
a	4200	1192.4	2231.3
a	4300	1193.3	2236.0
a	4400	1194.7	2252.4
a	4500	1195.8	2280.5
a	4600	1195.6	2309.9
a	4700	1193.5	2336.8
a	4800	1189.8	2358.2
a	4900	1182.1	2379.6
a	5000	1172.7	2386.9
a	5100	1160.8	2356.7
a	5200	1148.0	2221.9
a	5300	1143.6	2163.8
a	5400	1140.5	2134.9
a	5500	1139.2	2132.7
a	5600	1142.1	2168.0
a	5700	1146.7	2215.6
a	5800	1155.8	2299.3
a	5900	1161.6	2363.4
a	6000	1170.3	2467.8
e	4000	2171.6	2554.6
e	4100	2173.5	2556.3
e	4200	2173.7	2556.2
e	4300	2172.8	2555.6
e	4400	2174.1	2560.0
e	4500	2177.6	2568.2
e	4600	2183.1	2578.8
e	4700	2188.9	2588.7
e	4800	2195.1	2599.1
e	4900	2202.2	2612.9
e	5000	2206.3	2619.3
e	5100	2213.1	2634.1
e	5200	2219.9	2649.2
e	5300	2227.6	2665.6
e	5400	2236.1	2684.2
e	5500	2247.2	2704.0
e	5600	2258.9	2718.3
e	5700	2270.8	2712.1
e	5800	2278.8	2667.4
e	5900	2283.1	2584.5
e	6000	2286.7	2482.5
e	4000	2002.2	2401.2
e	4100	2003.6	2404.8
e	4200	2001.1	2387.0
e	4300	1998.5	2379.0
e	4400	2000.2	2388.3
e	4500	2005.7	2409.9
e	4600	2014.4	2439.9
e	4700	2024.9	2476.6
e	4800	2036.0	2519.9
e	4900	2048.0	2571.6
e	5000	2059.1	2633.5
e	5100	2069.5	2711.4
e	5200	2078.4	2483.8
e	5300	2059.8	2360.4
e	5400	2053.7	2248.7
e	5500	2086.3	2291.2
e	5600	2078.8	2640.0
e	5700	2075.2	2802.6
e	5800	2075.6	2879.8
e	5900	2077.4	2896.9
e	6000	2077.4	2807.3
e	4000	1980.3	2379.6
e	4100	1977.1	2374.4
e	4200	1971.8	2360.8
e	4300	1970.6	2358.9
e	4400	1973.7	2366.9
e	4500	1981.1	2380.9
e	4600	1989.1	2396.5
e	4700	2000.0	2412.7
e	4800	2011.9	2422.5
e	4900	2024.5	2410.4
e	5000	2038.6	2336.5
e	5100	2052.0	2201.2
e	5200	2035.2	2151.2
e	5300	1975.7	2187.6
e	5400	1957.3	2209.5
e	5500	1957.5	2227.3
e	5600	1964.6	2243.6
e	5700	2022.8	2295.4
e	5800	2050.0	2438.0
e	5900	2060.3	2561.6
e	6000	2068.1	2684.3
e	4000	1985.4	2433.7
e	4100	1983.0	2433.0
e	4200	1969.6	2419.3
e	4300	1967.6	2417.9
e	4400	1972.5	2423.1
e	4500	1983.0	2433.1
e	4600	1997.4	2445.2
e	4700	2015.0	2457.2
e	4800	2036.4	2465.5
e	4900	2062.3	2460.4
e	5000	2100.8	2408.9
e	5100	2107.1	2280.4
e	5200	1956.5	2283.5
e	5300	1887.9	2295.6
e	5400	1865.7	2306.6
e	5500	1890.0	2317.2
e	5600	2039.6	2321.9
e	5700	2141.4	2421.1
e	5800	2151.9	2534.3
e	5900	2159.7	2522.3
e	6000	2157.6	2473.7
i	4000	2100.1	2415.3
i	4100	2098.0	2436.5
i	4200	2109.8	2476.7
i	4300	2128.1	2533.6
i	4400	2146.7	2607.4
i	4500	2163.2	2706.9
i	4600	2177.5	2853.9
i	4700	1928.0	2189.7
i	4800	1946.9	2199.4
i	4900	2000.7	2213.7
i	5000	2044.3	2227.2
i	5100	2136.4	2259.7
i	5200	2196.9	2426.4
i	5300	2192.3	2735.8
i	5400	2190.6	3023.3
i	5500	2190.8	3073.9
i	5600	2192.0	3074.8
i	5700	2194.2	3088.6
i	5800	2196.1	3105.3
i	5900	2196.9	3115.2
i	6000	2196.2	3114.3
i	4000	2144.6	2607.8
i	4100	2143.8	2574.4
i	4200	2138.1	2546.0
i	4300	2134.3	2544.6
i	4400	2140.5	2582.3
i	4500	2151.9	2634.4
i	4600	2165.3	2698.3
i	4700	2179.1	2776.5
i	4800	2192.5	2874.5
i	4900	2204.2	2980.1
i	5000	1785.0	2213.5
i	5100	2103.9	2221.2
i	5200	2221.4	2370.3
i	5300	2218.7	2807.4
i	5400	2218.6	2924.9
i	5500	2215.5	3144.9
i	5600	2214.2	3097.4
i	5700	2214.6	3061.6
i	5800	2216.4	3080.4
i	5900	2216.3	3094.7
i	6000	2213.7	3088.1
i	4000	2083.6	2331.3
i	4100	2092.7	2347.9
i	4200	2104.1	2365.3
i	4300	2118.3	2386.6
i	4400	2133.4	2409.8
i	4500	2147.8	2433.2
i	4600	2162.0	2454.7
i	4700	2174.1	2455.7
i	4800	2184.2	2360.4
i	4900	2189.4	2222.1
i	5000	2188.8	2262.7
i	5100	2181.8	2308.9
i	5200	2173.8	2361.4
i	5300	2169.4	2417.5
i	5400	2167.7	2456.6
i	5500	2167.6	2513.1
i	5600	2168.7	2545.8
i	5700	2169.7	2563.2
i	5800	2172.3	2607.4
i	5900	2173.6	2623.7
i	6000	2174.9	2646.7
i	4000	2147.7	2503.5
i	4100	2151.0	2510.5
i	4200	2153.0	2513.3
i	4300	2156.3	2518.6
i	4400	2161.3	2526.7
i	4500	2168.2	2536.9
i	4600	2176.2	2548.5
i	4700	2185.5	2560.5
i	4800	2194.3	2569.5
i	4900	2203.5	2574.9
i	5000	2207.8	2567.7
i	5100	2210.5	2554.9
i	5200	2209.8	2544.2
i	5300	2210.3	2530.8
i	5400	2209.0	2526.4
i	5500	2209.5	2535.8
i	5600	2210.2	2541.9
i	5700	2213.1	2569.2
i	5800	2219.0	2589.6
i	5900	2222.7	2605.6
i	6000	2225.5	2612.5
o	4000	983.6	2144.0
o	4100	973.5	2148.1
o	4200	942.7	2152.6
o	4300	925.6	2147.6
o	4400	921.0	2139.0
o	4500	921.5	2134.5
o	4600	924.0	2134.9
o	4700	927.5	2137.7
o	4800	931.6	2142.3
o	4900	936.1	2147.4
o	5000	941.0	2152.9
o	5100	947.5	2161.0
o	5200	953.5	2168.1
o	5300	959.8	2175.6
o	5400	968.1	2187.1
o	5500	975.3	2198.2
o	5600	982.5	2212.9
o	5700	991.1	2227.4
o	5800	1035.2	2233.4
o	5900	1411.6	2221.3
o	6000	1398.8	2209.6
o	4000	1007.9	2096.4
o	4100	1001.9	2112.6
o	4200	974.2	2133.4
o	4300	947.5	2120.6
o	4400	937.5	2066.0
o	4500	935.5	2041.9
o	4600	936.8	2044.3
o	4700	939.7	2054.5
o	4800	944.4	2074.1
o	4900	949.2	2093.7
o	5000	954.7	2114.9
o	5100	963.8	2148.5
o	5200	972.5	2178.8
o	5300	982.9	2213.1
o	5400	996.0	2255.1
o	5500	1016.3	2313.8
o	5600	1036.2	2363.9
o	5700	1048.7	2392.7
o	5800	1070.5	2436.7
o	5900	1080.0	2452.2
o	6000	1089.6	2471.1
o	4000	949.1	2276.9
o	4100	944.6	2289.2
o	4200	936.3	2296.5
o	4300	928.0	2255.9
o	4400	926.3	2222.3
o	4500	927.0	2227.4
o	4600	928.5	2245.6
o	4700	930.5	2268.4
o	4800	932.8	2294.3
o	4900	935.5	2323.1
o	5000	938.4	2354.2
o	5100	941.9	2393.5
o	5200	944.8	2428.1
o	5300	948.1	2475.0
o	5400	951.2	2546.5
o	5500	951.0	2960.4
o	5600	939.9	2994.2
o	5700	909.7	2991.5
o	5800	1283.5	3015.9
o	5900	920.3	3044.8
o	6000	895.7	3052.6
o	4000	944.3	2263.3
o	4100	942.2	2277.0
o	4200	931.0	2303.1
o	4300	919.6	2221.9
o	4400	916.7	2146.9
o	4500	917.4	2161.2
o	4600	919.0	2192.2
o	4700	921.2	2227.6
o	4800	923.6	2265.8
o	4900	926.5	2307.7
o	5000	929.8	2353.0
o	5100	933.3	2400.0
o	5200	937.7	2460.8
o	5300	942.1	2522.7
o	5400	952.2	2694.4
o	5500	975.6	2847.1
o	5600	991.9	2877.7
o	5700	996.5	2892.3
o	5800	996.1	2900.3
o	5900	992.7	2900.9
o	6000	990.2	2896.6
u	4000	1016.1	2236.9
u	4100	1013.5	2275.7
u	4200	999.9	2317.0
u	4300	972.4	2360.1
u	4400	948.7	2379.6
u	4500	937.7	2291.8
u	4600	935.7	2250.1
u	4700	937.7	2257.0
u	4800	943.4	2303.4
u	4900	950.0	2336.8
u	5000	960.1	2407.0
u	5100	978.5	2510.0
u	5200	988.7	2551.3
u	5300	992.9	2568.2
u	5400	995.2	2577.2
u	5500	1000.8	2599.4
u	5600	1010.0	2636.6
u	5700	1015.3	2663.2
u	5800	1022.1	2692.1
u	5900	1030.1	2726.0
u	6000	1036.4	2755.9
u	4000	1079.7	2139.4
u	4100	1078.4	2181.8
u	4200	1068.5	2227.3
u	4300	1048.6	2230.0
u	4400	1026.9	2024.8
u	4500	1018.3	1969.2
u	4600	1018.7	1988.0
u	4700	1023.6	2038.0
u	4800	1035.6	2139.0
u	4900	1046.4	2248.2
u	5000	1058.4	2441.3
u	5100	1067.8	2681.1
u	5200	1081.1	2793.2
u	5300	1090.2	2862.0
u	5400	1092.0	2881.3
u	5500	1096.3	2900.7
u	5600	1103.1	2912.4
u	5700	1108.5	2921.1
u	5800	1110.5	2921.6
u	5900	1112.2	2925.1
u	6000	1117.0	2942.0
u	4000	1142.8	2259.9
u	4100	1134.6	2268.6
u	4200	1126.1	2260.7
u	4300	1120.3	2230.9
u	4400	1117.5	2206.6
u	4500	1118.6	2206.6
u	4600	1120.3	2213.9
u	4700	1123.3	2229.7
u	4800	1126.8	2247.2
u	4900	1131.3	2267.6
u	5000	1136.9	2294.4
u	5100	1143.5	2323.7
u	5200	1152.4	2362.4
u	5300	1164.4	2415.5
u	5400	1178.3	2478.7
u	5500	1193.0	2547.7
u	5600	1225.1	2700.8
u	5700	1256.6	2815.5
u	5800	1265.5	2851.2
u	5900	1263.7	2857.7
u	6000	1259.5	2843.3
u	4000	1118.0	2264.6
u	4100	1107.2	2265.4
u	4200	1100.4	2250.8
u	4300	1097.9	2231.4
u	4400	1097.8	2222.0
u	4500	1100.4	2226.1
u	4600	1104.1	2235.7
u	4700	1108.9	2249.1
u	4800	1114.7	2266.1
u	4900	1121.6	2284.7
u	5000	1129.3	2305.0
u	5100	1136.9	2323.6
u	5200	1150.1	2355.2
u	5300	1163.0	2383.5
u	5400	1181.2	2422.7
u	5500	1194.9	2450.0
u	5600	1211.2	2480.5
u	5700	1228.4	2511.6
u	5800	1236.0	2523.8
u	5900	1244.8	2538.4
u	6000	1248.5	2543.1
a	4000	1081.5	2363.5
a	4100	1081.2	2372.7
a	4200	1073.1	2388.8
a	4300	1050.3	2406.8
a	4400	1021.6	2417.7
a	4500	956.9	2430.0
a	4600	933.2	2431.8
a	4700	937.5	2434.8
a	4800	941.3	2428.8
a	4900	944.5	2414.9
a	5000	949.1	2388.8
a	5100	952.0	2381.7
a	5200	952.6	2388.8
a	5300	950.0	2404.1
a	5400	939.9	2427.6
a	5500	914.7	2461.5
a	5600	877.7	2491.2
a	5700	846.9	2526.9
a	5800	841.3	2581.0
a	5900	1625.7	3168.5
a	6000	2353.8	3279.8
a	4000	943.4	1484.1
a	4100	1008.2	1969.1
a	4200	1038.1	2000.1
a	4300	1064.8	2040.8
a	4400	1082.2	2073.4
a	4500	1118.9	2050.2
a	4600	1022.1	2033.1
a	4700	1200.5	2972.0
a	4800	1204.9	2822.9
a	4900	1206.8	2882.1
a	5000	1205.8	2979.7
a	5100	1196.5	3192.6
a	5200	1180.2	3397.7
a	5300	1163.7	2409.3
a	5400	1155.1	2244.5
a	5500	1151.0	2321.2
a	5600	1151.4	2431.9
a	5700	1154.0	2587.7
a	5800	1156.2	2750.1
a	5900	1161.3	3045.7
a	6000	1166.1	3175.0
a	4000	990.3	1753.6
a	4100	990.9	1826.4
a	4200	992.6	1991.5
a	4300	994.8	2136.3
a	4400	1270.6	3140.7
a	4500	1271.0	3181.6
a	4600	965.8	2249.9
a	4700	1002.6	2256.3
a	4800	1262.1	3206.7
a	4900	1264.5	3129.2
a	5000	1266.4	3125.3
a	5100	1259.0	3239.8
a	5200	1237.3	3389.7
a	5300	1211.2	3546.6
a	5400	1191.7	3243.3
a	5500	1183.3	2785.2
a	5600	1180.8	2861.3
a	5700	1181.7	2991.3
a	5800	1184.3	3152.3
a	5900	1188.6	3341.2
a	6000	1193.7	3454.9
a	4000	1166.3	2000.5
a	4100	1170.7	2004.9
a	4200	1175.1	1989.5
a	4300	1153.5	1788.0
a	4400	1096.7	1901.2
a	4500	1085.0	1996.7
a	4600	1071.5	1396.7
a	4700	1077.2	1452.5
a	4800	1112.9	1468.7
a	4900	898.0	1456.2
a	5000	1200.2	3054.1
a	5100	1208.2	3173.8
a	5200	1202.9	3315.9
a	5300	1203.0	3370.2
a	5400	1187.4	3384.7
a	5500	1167.5	2037.1
a	5600	1158.2	2188.3
a	5700	1155.7	2423.4
a	5800	1155.4	2617.8
a	5900	1162.0	3131.8
a	6000	1165.3	3251.6
a	4000	801.9	1237.3
a	4100	783.5	1233.5
a	4200	768.7	1228.5
a	4300	1223.8	2539.5
a	4400	1220.5	2526.5
a	4500	1219.4	2505.9
a	4600	1219.2	2496.7
a	4700	1219.6	2491.1
a	4800	1220.3	2478.3
a	4900	1220.5	2517.9
a	5000	1218.7	2571.8
a	5100	1212.2	2639.7
a	5200	1197.0	2709.0
a	5300	1183.0	2149.4
a	5400	1176.8	2067.8
a	5500	1176.6	2117.1
a	5600	1179.7	2207.1
a	5700	1183.6	2306.4
a	5800	1190.5	2578.5
